title,genres,overview,vote_average,release_date,popularity,keywords,poster_path,homepage
Night at the Museum: Battle of the Smithsonian,"Adventure, Fantasy, Action, Comedy, Family","Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",6.1,2009-05-20,27.683,"museum, magical object, duringcreditsstinger, pharaoh, amelia earhart, inanimate objects come to life, smithsonian, back to life, come back to life",/l9yAQn6TyrA3gv5xZZkiMMoZsiw.jpg,https://family.20thcenturystudios.com/movies/night-at-the-museum-battle-of-the-smithsonian
He's Just Not That Into You,"Comedy, Romance, Drama","Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",6.515,2009-02-06,27.681,"based on novel or book, baltimore, usa, dating, relationship, break-up, duringcreditsstinger, online dating, dating woes, single woman",/ruc33YnCrmCL8PHdPQVzfa4shWX.jpg,http://www.hesjustnotthatintoyoumovie.com/
Missing,"Thriller, Mystery","When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",7.531,2023-01-19,27.68,"kidnapping, fbi, fake identity, detective story, sequel, teenage girl, los angeles, california, missing person, found footage, mysterious, abuse, generation z, amateur sleuth, complex, mother daughter relationship, screenlife, colombia, direct, empathetic",/wEOUYSU5Uf8J7152PT6jdb5233Y.jpg,https://www.missing.movie
"I, Robot","Action, Science Fiction","In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",6.939,2004-07-15,27.677,"chicago, illinois, future, man vs machine, hero, artificial intelligence (a.i.), based on novel or book, grandparent grandchild relationship, homicide, detective, dystopia, hologram, murder, robot as menace, car accident, robot, grandmother, robotics, humanoid robot, talking robot, self-driving car, homicide investigation, 2030s, robot companion, old robot, new robot",/dlb6JKYv25rJSk2n2hwhOeJ7Dk.jpg,
The Key Game,Comedy,"Laura has been with Antonio all her life and, just when she begins to wonder if that is really the life she wants, Sergio and Siena cross paths in their lives. Sergio is a former high school classmate and Siena, his millennial girlfriend who arrives to revolutionize everyone's lives. Laura, Raquel and Cris, close friends for years, convince their respective husbands to play a game that Siena proposes to them: the game of keys. The game consists of everyone putting their keys in a bowl. At random, each one chooses some keys and he must go to spend the night with the owner of the keys. This game will revolutionize the group of friends and their lives. It will make them discover who they are and what they really want.",6.0,2022-04-13,27.673,,/kffT53riEkORfenIPQl6piOyZQ1.jpg,
Gloria,"Music, Drama","Gloria never imagined that an audition for the music producer Sergio Andrade was going to change her life so drastically. King Midas not only brought her to stardom, but also to a dramatic story of love, heartbreak and betrayal. Based on the life story of  pop/rock singer Gloria Trevi.",7.358,2014-10-20,27.667,"pop singer, women's prison",/1yVRLamL1TixPSrWAJQ51AI6PZr.jpg,http://www.glorialapelicula.com
Tinker Bell and the Lost Treasure,"Animation, Family, Adventure, Fantasy","A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",6.789,2009-09-03,27.664,"friendship, based on children's book, anger issues",/6tNldk2zPUzXVKkU9aeirM9Wotu.jpg,http://disneydvd.disney.go.com/tinker-bell-and-the-lost-treasure.html
Call Boy,Drama,"Ryo Morinaka is a university student and works part-time at a bar. He is bored with his daily life and exists in a state of torpor. One day, his friend Shinya Tajima brings the owner of a host bar over to the place where Ryo Morinaka works. Shizuka Mido is the owner of the host bar. Soon, Ryo Morinaka begins to work for Shizuka Mido at the members only host bar. He feels embarrassment initially, but he fulfills the desires of women and develops a sense of purpose.",6.605,2018-04-06,27.661,"based on novel or book, unrequited love, male prostitution, prostitution, older woman younger man relationship, bdsm, sex industry, oedipus complex, self-harm",/3fVRb3uoRDjbA9X95C88FOJ0rlZ.jpg,http://shonen-movie.com/
A Walk to Remember,"Drama, Romance","When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",7.74,2002-01-25,27.659,"high school, based on novel or book, theatre group, north carolina, romance, coming of age, cancer, tragic love, valentine's day, nostalgic, star crossed lovers, teen drama, sentimental, romantic, adoring, distressing, empathetic, hopeful",/8lUYMvWdHA0Q0k5F76RQCeCBUkA.jpg,https://www.warnerbros.com/movies/walk-remember
Blue Is the Warmest Color,"Romance, Drama","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",7.084,2013-10-09,27.643,"homophobia, self-discovery, coming of age, love, lesbian relationship, sexual attraction, based on graphic novel, high school student, sexual desire, teenage sexuality, lgbt, sexual awakening, literary adaptation, social class, french cinema, lille, france, self exploration, erotic, lesbian, age-gap relationship, teenager",/kgUk1wti2cvrptIgUz0VTAtSF6w.jpg,
Sister-in-law's Taste,"Drama, Romance","Ha-ni who was on a honeymoon with her husband, Jae-ho, seems to be uncomfortable with her sister-in-law, Ye-ji. She is a freeloader who lives in her brother's house without any other job. When the close brother and sister's affection was being expressed boldly and the sister's obsession with her brother gets stronger day by day, Ha-ni got tired of her sister-in-law's behavior of entering their bedroom in her underwear. Ha-ni goes to Ik-tae, the manager of the cabin and had a physical relationship. What could the real purpose of their trip to the mountain be, and what could be the fate of the married couple that is tangled like a thread around Ha-ni and her sister-in-law's relationship?",6.3,2020-06-10,27.639,softcore,/rQkCN5ozUpzXnaK9Sn0qsrqPMw6.jpg,
